ID,SEXO,IDADE,INSTX,REGIAO,UF,REG,COND,PORTE,F01,F02_IDADE,F02_FAIXA,F02_FX,F03,ALFAB,INST,P1_1_1,P1_1_0,P1_1_4,P1_1_2,P1_2_1_1,P1_2_1_2,P1_2_2,P1_1_6,P1_1_5,P1_2_3,P1_2_4,P2_2_2_1,P2_2_2_2,P2_2_2_3,P1_1_7_1,P1_1_7_2,P1_1_7_3,P1_1_7_4,P1_1_7_5,P1_1_7_6,P1_1_7_7,P2_1_0,P2_1_1,P2_1_6,P2_1_4_1,P2_1_4_2,P2_1_4_3,P2_1_3,P2_1_2_1,P2_1_2_2,P2_1_2_3,P2_1_2_4,P2_1_2_5,P2_2_3_1,P2_2_3_2,P2_2_3_3,RAÇA,RELIGIAO,P2_1_9,INTERNET,INTERNET1_1,INTERNET1_2,INTERNET1_3,INTERNET1_4,INTERNET1_5,INTERNET1_6,INTERNET2_1,INTERNET2_2,P2_1_8_1,P2_1_8_2,P2_1_8_3,P2_1_8_4,P2_1_8_5,P2_1_8_6,P2_1_8_7,P2_1_8_8,C2,C3,C4,CLASSE,FATOR_POND
14364,1,3,4,4,23,4,3,3,1,28,3,3,BARRA DO RIBEIRO - RS,1,16,2,2,2,2, ,2,2,1,1,3,2,1,2,3,1,2,2,2,2,2,1,2,1,3, , , ,1,1,1,1,1,2,3,1,2,1,11,5,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,3,5,"2,62860"
14901,2,2,4,2,17,2,3,6,2,22,2,2,PARNAÍBA - PI,1,15,1,2,1,1,1, ,1,1,2,1,4,3,1,2,2,2,1,1,1,2,1,1,1,3, , , ,1,1,2,1,1,3,3,1,2,3,10,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,4,1,"0,26350"
15075,1,4,3,3,26,3,3,4,1,35,4,4,APARECIDA - SP,1,14,2,2,1,2, ,3,2,1,4,2,4,1,3,4,1,2,2,2,2,2,1,1,1,2,2,1,6,2,1,1,1,1,3,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,4,4,"1,41780"
15759,1,4,3,3,26,3,3,4,1,42,4,4,APARECIDA - SP,1,14,3,2,1,2, ,1,2,3,4,1,2,1,2,3,1,2,2,2,2,2,1,1,1,2,1,2,3,2,1,3,1,3,3,1,2,3,1,9,3,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,4,3,"0,67153"
15823,2,4,2,4,24,4,1,6,2,43,4,4,FLORIANÓPOLIS - SC,1,11,2,3,2,1,1, ,1,1,3,1,7,4,2,1,1,2,2,2,1,2,2,3,1,2,8,7,3,1,1,1,1,1,3,3,4,2,1,1,5,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,4,"0,99703"
15859,2,5,3,3,26,3,3,4,2,53,5,5,CAJURU - SP,1,14,1,3,1,1,1, ,1,1,1,1,6,2,1, ,1,2,1,1,1,1,1,1,1,2,8,2,3,1,1,1,1,1,3,2,1, ,1,2,5,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,4,5,"1,16372"
16001,2,6,1,3,26,3,1,7,2,65,6,6,SÃO PAULO - SP,1,6,1,1,1,1,1, ,1,1,1,1,5,3,4,2,1,1,2,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,3,2,1,1,1,2,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,1,1,6,"1,19770"
16048,2,6,1,3,11,3,2,4,2,72,6,6,CAETÉ - MG,1,6,1,2,1,1,1, ,1,1,1,1,4,3,2,1,1,2,2,2,1,1,1,1,1,2,1,3,7,1,1,1,1,1,3,3,4,2,3,1,4,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,6,"1,19770"
16329,1,5,4,2,10,2,3,3,1,48,5,5,CAJARI - MA,1,16,1,1,1,1,1, ,1,1,1,1,6,3,1,4,1,2,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,2,3,1,3,2,4,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,5,5,"1,12139"
16344,2,4,3,1,27,1,3,6,2,42,4,4,ARAGUAÍNA - TO,1,14,1,2,1,1,1, ,2,1,1,1,5,3,1,2,2,1,2,2,1,2,2,1,1,2,8,4,1,1,1,1,1,1,3,3,2,4,3,2,4,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,3,2,2,6,"1,37428"
16451,2,6,1,4,24,4,3,1,2,70,6,6,IPIRA - SC,1,7,1,1,1,1,1, ,1,1,1,1,4,5, , ,1,2,1,2,1,2,1,1,1,2,1,6,2,1,1,1,1,1,1,3,4,2,1,1,1,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,1,4,4,"0,88132"
16466,2,6,2,4,23,4,3,6,2,70,6,6,RIO GRANDE - RS,1,8,1,2,4,1,1, ,2,1,1,1,4,2,3,4,1,2,1,2,2,2,1,2,1,2,9, , ,1,1,1,1,1,3,2,3,1,1,1,4,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,6,"1,16454"
16598,2,4,3,3,11,3,2,6,2,42,4,4,SABARÁ - MG,1,14,2,2,1,1,1, ,1,1,1,1,6,2,1,3,2,2,2,2,2,2,2,1,1,2,3,7,1,1,1,1,1,1,3,3,1,2,3,2,3,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,4,4,"1,18392"
16617,1,5,3,3,26,3,3,5,1,52,5,5,CAÇAPAVA - SP,1,14,1,1,1,1,1, ,1,1,1,1,5,1,2,4,1,2,2,2,2,2,1,1,1,2,1,3,7,1,1,1,3,3,3,4,3,1,3,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,4,5,"1,25441"
16692,2,4,4,4,23,4,3,6,2,36,4,4,PELOTAS - RS,1,16,1,2,1,1,3, ,1,1,1,1,7,3,1,2,1,2,1,2,1,2,1,2,1,2,4,1,3,1,1,1,1,1,3,3,4,1,3,1,4,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,5,2,"0,87653"
16756,1,6,4,3,19,3,3,6,1,77,6,6,TERESÓPOLIS - RJ,1,16,1,1,1,1,3, ,1,1,1,1,5,3,1,2,1,2,1,2,2,2,2,1,1,3, , , ,1,1,1,1,1,3,1,2,3,1,1,3,1,1,1,2,2,2,2, , ,1,1,2,2,2,2,1,1,1,1,5,3,"0,88091"
16781,2,5,2,5,13,5,3,3,2,45,5,5,NOVA XAVANTINA - MT,1,11,1,2,1,1,1, ,1,1,1,1,1,2,1,3,1,2,2,2,2,2,1,1,1,2,8, , ,1,1,1,1,1,3,3,1,2,1,2,4,1,2,2,2,1,2,2,3,1,2,1,2,2,1,2,2,1,2,2,1,6,"1,31210"
16896,1,4,3,3,11,3,3,4,1,37,4,4,ABAETÉ - MG,1,14,2,1,1,1,1, ,1,1,1,1,6,3,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,3,1,1,3,3,3,2,1,3,3,2,3,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,"0,67153"
17046,2,5,4,2,17,2,3,2,2,53,5,5,LAGOA DE SÃO FRANCISCO - PI,1,16,1,1,1,1,1, ,1,1,1,1,6,3,2,1,1,2,1,2,1,2,1,1,1,3, , , ,1,1,1,1,1,3,2,3,1,3,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,"0,46687"
17140,2,4,4,2,10,2,1,7,2,39,4,4,SÃO LUÍS - MA,1,16,1,2,1,1,1, ,1,1,1,1,6,1,3,2,1,2,1,2,1,1,1,1,1,3, , , ,1,1,1,1,1,1,3,1,4,3,5,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,3,1,5,5,"1,14343"
17274,2,4,4,2,2,2,1,7,2,40,4,4,MACEIÓ - AL,1,16,1,2,1,1,1, ,1,1,1,1,3,1,2,3,2,2,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,3,3,1,4,3,9,5,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,4,"1,14343"
17849,1,4,3,2,5,2,3,5,1,42,4,4,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,14,1,2,1,1,1, ,1,1,1,1,6,1,3,4,1,2,1,2,1,2,1,1,1,2,1,3,2,1,1,1,3,3,3,1,3,4,3,10,3,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,4,4,"0,93829"
17855,1,3,4,2,5,2,3,5,1,25,3,3,SERRINHA - BA,1,16,1,1,1,1,1, ,1,1,1,1,2,1,3,4,1,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,3,3,1,4,3,11,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,3,1,1,6,"2,11979"
18052,2,6,4,2,6,2,1,7,2,56,6,6,FORTALEZA - CE,1,16,2,1,1,1,2, ,1,1,1,1,4,2,3,1,2,2,1,2,2,2,1,1,1,2,6,3,1,1,1,1,3,1,1,3,2,1,3,1,3,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,5,3,"0,53756"
18270,2,2,3,3,26,3,1,7,2,18,2,2,SÃO PAULO - SP,1,14,1,3,1,1,1, ,1,1,3,2,6,3,2,1,2,1,1,2,2,1,2,1,1,3, , , ,1,1,1,1,1,3,3,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,3,4,"1,32114"
18285,2,6,4,3,26,3,3,4,2,59,6,6,CAJATI - SP,1,16,1,1,1,1,1, ,1,1,1,1,7,1,3,2,1,1,1,2,2,1,1,1,1,2,1,2,6,1,2,1,3,3,3,3,2,1,3,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,5,3,"0,74859"
18333,2,6,3,4,23,4,1,7,2,68,6,6,PORTO ALEGRE - RS,1,14,1,1,1,1,1, ,1,1,1,3,10,1,3,2,2,2,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1,2,1,3,2,1,2,3,2, , , , , , , , ,2,2,2,2,2,2,1,1,1,1,4,5,"1,16038"
18426,2,6,4,2,16,2,1,7,2,70,6,6,RECIFE - PE,1,16,1,1,1,1,1, ,1,1,1,1,6,3,2,1,1,2,1,1,1,2,1,1,1,2,1,2,7,1,1,1,1,1,3,3,1,2,1,11,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,5,1,"0,24142"
18757,1,3,4,2,15,2,3,6,1,34,3,3,SANTA RITA - PB,1,16,1,3,1,1,1, ,1,1,1,1,5,2,1,3,1,2,2,2,2,2,1,1,1,2,3,1,7,1,1,1,1,1,3,2,1,4,3,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,4,3,"0,75889"
18827,1,4,3,2,20,2,3,6,1,40,4,4,MOSSORÓ - RN,1,13,1,1,1,1,1, ,3,1,1,1,6,3,1,4,1,1,1,2,1,1,1,1,1,2,8,3,5,1,1,1,1,1,3,3,4,1,1,1,3,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,4,6,"1,24138"
18828,2,4,4,4,18,4,1,7,2,38,4,4,CURITIBA - PR,1,16,1,2,1,1,1, ,1,1,1,1,4,3,1,4,1,2,1,2,2,2,1,1,1,2,3,7,1,1,1,1,1,1,3,3,1,4,1,1,3,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,"0,87653"
18829,1,4,3,4,18,4,3,7,1,43,4,4,LONDRINA - PR,1,14,3,4,4,2, ,2,2,4,4,2,2,1,3,2,1,2,2,2,2,2,1,1,1,1, , , ,3,1,1,2,2,3,3,2,1,1,2,5,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,4,2,"0,62265"
19135,2,3,4,3,26,3,1,7,2,34,3,3,SÃO PAULO - SP,1,16,1,2,1,1,1, ,1,1,1,1,6,3,1,2,1,2,1,2,2,2,1,1,1,1, , , ,1,1,1,1,1,3,3,1,4,1,1,3,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,5,3,"0,83974"
19437,1,5,4,3,26,3,3,5,1,51,5,5,PAULÍNIA - SP,1,16,1,1,1,1,1, ,1,1,2,1,5,1,3,2,1,2,1,2,1,2,2,1,1,2,1,2,3,1,1,1,1,1,3,3,1,4,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,5,2,"0,92087"
19475,1,6,3,3,26,3,1,7,1,60,6,6,SÃO PAULO - SP,1,14,1,4,1,1,1, ,1,1,1,1,1,3,1,2,1,2,1,2,2,2,2,1,1,2,3,7,4,1,1,1,1,1,3,3,2,1,3,10,3,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,4,4,"1,19997"
19781,1,6,4,2,6,2,3,6,1,63,6,6,SOBRAL - CE,1,16,2,2,2,1,3, ,2,3,3,1,10,1,4,2,1,2,1,1,1,1,1,2,1,3, , , ,2,1,2,2,2,1,2,1,4,6,12,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,"1,29746"
20135,2,4,4,1,1,1,1,6,2,36,4,4,RIO BRANCO - AC,1,16,3,3,1,1,1, ,1,1,1,2,1,2,1,3,2,2,2,2,2,2,1,1,1,2,3,2,7,2,1,2,1,1,1,2,3,1,6,2,3,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,5,2,"0,79831"
20177,1,2,3,4,18,4,3,6,1,22,2,2,PONTA GROSSA - PR,1,14,1,1,1,1,1, ,1,1,1,1,5,3,2,1,2,2,1,1,1,2,1,1,1,2,1,2,7,1,1,1,1,1,3,3,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,5,2,"0,70263"
20426,2,4,4,2,2,2,1,7,2,42,4,4,MACEIÓ - AL,1,15,1,3,1,1,1, ,1,1,1,2,6,2,3,1,1,2,1,2,1,2,1,1,1,1, , , ,1,1,1,1,1,2,3,4,2,4,6,3,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,4,5,"1,14343"
20515,1,4,4,4,23,4,3,6,1,44,4,4,CAXIAS DO SUL - RS,1,15,1,2,1,1,3, ,1,1,2,1,7,3,2,1,1,2,1,2,2,1,1,1,1,2,1,2,3,1,1,1,1,1,3,3,2,1,1,10,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,5,3,"0,79858"
20773,2,4,3,3,11,3,3,7,2,39,4,4,UBERLÂNDIA - MG,1,14,1,1,1,1,1, ,1,1,1,1,6,1,2,4,2,1,1,2,2,2,1,1,1,2,5,6,3,2,1,1,1,1,3,2,1,3,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,4,5,"1,18392"
20815,2,2,4,4,23,4,1,7,2,23,2,2,PORTO ALEGRE - RS,1,16,1,2,1,1,1, ,1,1,1,1,3,2,1,3,1,2,1,1,1,1,1,3,1,2,8,3,7,1,1,1,1,1,3,1,3,4,1,11,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,5,4,"2,08680"
21206,1,4,1,4,24,4,1,6,1,39,4,4,FLORIANÓPOLIS - SC,1,6,3,3,1,1,1, ,1,1,1,1,3,4,3,1,1,2,1,2,2,2,1,1,1,2,2,6,7,1,1,1,1,1,3,3,4,2,5,9,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,6,"1,28450"
21578,2,3,4,2,16,2,3,3,2,30,3,3,TRIUNFO - PE,1,16,1,1,1,1,1, ,1,1,1,1,7,2,1,3,1,2,1,1,1,1,1,1,1,2,6,2,3,1,1,1,1,1,3,2,3,1,2,10,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,5,2,"0,49817"
21677,1,3,3,4,23,4,3,5,1,34,3,3,CANGUÇU - RS,1,14,1,2,1,1,1, ,2,1,1,1,5,2,1,3,1,2,2,2,1,2,1,1,1,2,6,5,3,1,1,1,1,2,3,3,2,1,1,2,4,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,3,"0,97073"
21841,1,4,4,5,12,5,3,6,1,42,4,4,DOURADOS - MS,1,15,3,1,1,1,2, ,2,3,3,2,5,2,1,4,1,1,2,2,2,1,1,1,1,1, , , ,2,3,3,3,1,3,2,1,4,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,5,1,"0,53534"
22036,2,5,2,3,19,3,3,6,2,45,5,5,BARRA MANSA - RJ,1,11,1,3,1,1,1, ,1,1,1,1,6,3,2,1,1,2,1,2,1,1,1,1,1,2,3,7,6,1,1,1,1,1,2,3,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,3,5,"1,06544"
22113,2,3,4,4,24,4,3,3,2,28,3,3,RODEIO - SC,1,16,3,3,2,1,3, ,1,1,2,1,4,2,1,3,1,2,2,2,2,2,1,3,2,2,2,6,3,1,1,1,1,1,3,3,2,1,1,1,4,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,3,1,5,3,"0,85016"
22148,2,3,4,2,16,2,1,7,2,25,3,3,RECIFE - PE,1,16,3,4,2,1,1, ,1,1,1,2,5,1,2,3,1,2,2,2,2,1,2,1,1,2,3,8,6,1,1,1,1,2,2,1,2,3,2,1,4,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,5,3,"0,49817"
22325,1,3,3,5,12,5,3,6,1,25,3,3,TRÊS LAGOAS - MS,1,12,2,2,1,1,1, ,1,1,1,1,6,3,1,2,1,2,1,2,2,2,1,1,1,2,6,3,2,1,1,1,1,1,3,3,1,2,1,12,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,3,3,"0,64077"
22618,2,4,3,3,26,3,1,7,2,41,4,4,SÃO PAULO - SP,1,12,2,3,1,1,2, ,1,1,1,1,6,2,3,1,2,2,1,2,2,2,2,2,1,3, , , ,1,1,1,1,1,3,3,1,2,2,1,5,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,4,"1,18392"
22664,2,6,1,3,19,3,3,4,2,75,6,6,PARAÍBA DO SUL - RJ,2,1,3,3,2,1,1, ,1,1,1,2,3,3,1,4,2,2,1,2,2,2,2,1,1,2,3,7,1,1,1,1,3,3,3,3,2,1,1,1,2,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,1,1,5,"0,90528"
22721,2,5,2,2,20,2,3,2,2,50,5,5,PUREZA - RN,1,11,2,2,1,1,1, ,2,1,1,4,1,2,1,3,2,2,2,2,2,2,1,1,1,2,9, , ,1,1,1,3,3,3,2,1,3,1,10,3,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,3,4,"0,77815"
22732,2,5,1,4,24,4,3,4,2,45,5,5,CURITIBANOS - SC,1,5,2,3,1,1,1, ,1,1,1,2,4,4,2,1,1,2,1,2,2,2,2,1,1,2,2,1,3,1,1,1,1,3,3,4,1,3,1,2,4,1,2,2,2,1,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,6,"1,22835"
22812,2,3,4,4,18,4,3,4,2,25,3,3,BANDEIRANTES - PR,1,16,1,3,1,1,1, ,1,1,1,1,1,1,2,3,1,2,2,2,2,2,1,3,1,2,2,3,6,1,1,1,1,1,3,4,3,2,1,2,3,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,"0,38181"
22813,2,5,3,3,11,3,3,6,2,53,5,5,MONTES CLAROS - MG,1,14,2,2,2,1,1, ,1,1,1,1,1,2,1,3,1,2,2,2,2,2,2,1,1,2,3,7,4,2,1,1,1,1,2,2,1,3,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,"1,16372"
22831,1,6,1,2,2,2,3,5,1,71,6,6,CAMPO ALEGRE - AL,1,4,1,3,1,2, ,1,3,1,1,1,1,3,1,2,1,2,2,2,2,2,2,1,1,3, , , ,1,1,1,1,1,3,2,3,1,3,2,3,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,5,"1,03073"
22866,2,5,4,5,13,5,3,4,2,52,5,5,PEIXOTO DE AZEVEDO - MT,1,16,1,2,1,1,1, ,1,1,1,1,6,2,3,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,5,3,"0,72873"
22901,1,2,4,4,18,4,3,6,1,20,2,2,MARINGÁ - PR,1,15,1,2,1,1,1, ,1,1,2,1,6,2,3,1,1,2,2,2,1,2,1,1,1,1, , , ,2,1,1,1,1,3,3,2,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,3,"0,90116"
23032,1,3,3,1,14,1,3,6,1,30,3,3,PARAUAPEBAS - PA,1,14,1,3,1,1,1, ,1,1,1,1,1,3,1,4,1,2,1,2,2,2,1,1,1,2,8, , ,1,1,3,3,1,1,2,1,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,4,4,"1,12503"
23069,2,2,2,2,5,2,3,5,2,23,2,2,JAGUAQUARA - BA,1,11,2,2,1,1,1, ,2,1,1,1,4,1,2,3,2,2,2,2,2,2,1,2,1,2,3,6,8,1,1,1,1,1,3,3,2,1,4,10,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,3,6,"1,29381"
23400,1,6,2,2,5,2,3,3,1,56,6,6,SÃO FÉLIX DO CORIBE - BA,1,11,1,1,1,1,2, ,1,1,1,1,6,3,1,2,1,2,1,2,2,1,1,1,1,2,1,2,7,1,1,1,1,3,3,3,2,4,3,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,3,5,"1,10566"
23482,1,5,4,3,11,3,2,7,1,46,5,5,CONTAGEM - MG,1,16,1,1,5,1,1, ,1,1,1,1,2,3,1,2,1,2,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,3,3,4,2,2,7,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,5,3,"0,92087"
23534,1,6,3,3,19,3,3,3,1,56,6,6,ITALVA - RJ,1,13,1,1,1,1,1, ,1,1,1,1,4,3,1,2,2,2,1,2,1,1,1,1,1,3, , , ,2,1,3,3,3,2,1,2,3,1,2,3,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,4,5,"1,19997"
23989,2,4,3,2,5,2,2,4,2,42,4,4,VERA CRUZ - BA,1,14,1,1,1,1,5, ,4,1,1,3,3,2,1,3,1,2,1,2,3,2,2,1,1,4, , , ,1,1,1,1,1,4,2, , ,2,10,4,2, , , , , , , , ,1,2,2,2,1,2,2,2,1,2,4,6,"1,38439"
24091,2,6,1,2,2,2,3,4,2,71,6,6,MARECHAL DEODORO - AL,1,6,1,3,5,1,1, ,1,1,1,1,8,3,1,2,1,2,1,2,1,1,2,1,1,2,2,3,8,1,1,1,1,2,3,3,2,4,3,3,4,2, , , , , , , , ,2,2,2,2,1,2,2,1,1,1,2,5,"1,12196"
24377,2,6,3,4,18,4,3,6,2,55,6,6,UMUARAMA - PR,1,12,4,3,1,1,1, ,2,1,1,4,4,1,2,4,1,2,1,2,2,1,1,1,1,2,1,7,2,1,1,1,3,3,2,4,3,1,1,1,3,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,3,4,"1,16038"
24399,1,4,3,1,14,1,3,6,1,43,4,4,PARAUAPEBAS - PA,1,14,1,1,1,1,1, ,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,2,1,2,2,1,8,1,1,1,1,3,3,3,2,1,1,2,3,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,4,4,"1,02886"
24450,1,4,3,3,26,3,3,5,1,40,4,4,PIRASSUNUNGA - SP,1,14,1,2,1,1,1, ,1,1,1,1,5,3,1,2,1,2,2,2,2,2,1,1,1,2,8,4,1,1,1,1,1,1,3,2,4,3,3,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,4,5,"1,41780"
24591,1,6,4,3,11,3,3,3,1,66,6,6,COROACI - MG,1,16,1,2,1,1,2, ,1,1,2,1,5,3,1,2,2,1,2,2,2,2,1,1,1,2,2,6,1,1,1,1,1,1,3,3,1,4,3,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,5,1,"0,39562"
24776,1,5,4,3,26,3,1,7,1,53,5,5,SÃO PAULO - SP,1,16,3,3,1,1,1, ,1,1,1,1,6,3,2,1,1,2,2,2,2,1,2,1,1,2,1,2,7,1,1,1,1,1,3,3,2,1,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,3,"0,92087"
24781,1,4,4,2,17,2,3,2,1,43,4,4,LAGOA DE SÃO FRANCISCO - PI,1,16,1,3,1,1,1, ,1,1,1,1,7,1,2,3,1,2,1,2,1,2,1,1,1,2,6,2,3,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,4,3,"0,54564"
25122,2,5,3,2,15,2,3,4,2,47,5,5,SOLÂNEA - PB,1,14,1,2,1,1,1, ,1,1,1,1,5,1,2,4,1,2,2,2,1,2,1,2,1,2,8,2,3,1,1,1,1,1,3,3,1,2,3,1,3,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,3,1,2,6,"1,19341"
25144,1,6,3,2,5,2,2,4,1,91,6,6,VERA CRUZ - BA,1,14,1,2,3,1,1, ,1,1,1,1,6,1,3,2,2,2,1,2,2,2,2,1,1,2,2,8,7,1,1,1,1,1,3,3,1,2,2,1,1,2, , , , , , , , ,1,2,2,2,2,2,1,1,1,2,4,3,"0,50053"
25208,1,6,2,3,11,3,3,3,1,61,6,6,SENHORA DOS REMÉDIOS - MG,1,11,2,3,1,1,1, ,1,1,2,1,1,1,3,2,1,2,1,2,2,2,2,1,1,2,7,2,1,1,1,1,1,1,2,2,4,3,1,1,4,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,3,"0,52112"
25246,2,3,4,4,24,4,3,3,2,26,3,3,RODEIO - SC,1,16,2,1,1,1,1, ,1,1,1,1,8,1,3,2,1,2,1,1,1,2,1,1,1,2,2,6,4,1,1,1,1,1,3,3,1,2,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,5,1,"0,38181"
25407,2,5,2,4,18,4,2,6,2,53,5,5,ARAUCÁRIA - PR,1,11,1,3,1,1,1, ,1,1,1,1,6,3,1,2,1,2,1,2,2,1,2,1,1,2,3,6,7,2,1,1,1,1,3,1,3,4,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,4,5,"0,92729"
25488,1,3,4,4,24,4,3,6,1,33,3,3,PALHOÇA - SC,1,15,1,2,1,1,1, ,1,1,1,1,5,2,3,1,1,2,1,2,1,1,1,2,1,2,3,7,6,1,1,1,1,1,3,3,1,2,3,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,1,"0,55914"
25668,1,4,4,3,8,3,3,6,1,35,4,4,VILA VELHA - ES,1,15,3,2,1,1,1, ,1,1,2,1,8,1,2,3,2,2,2,2,2,2,2,1,1,2,3,7,2,1,1,1,1,1,3,1,2,3,3,2,3,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,4,3,"1,04082"
